"","WQ_Station_Name","River.Type","River.Name","Date","pH","DO","BOD","COD","SS","TN","TP","TOC","WT","EC","DTN","NH3N","NO3N","DTP","PO4P","Chlorophyll"
"3907","M15","M","ND",2008-06-23,7.3,8.3,1.2,4.5,16,2.539,0.129,2.6,23,212,2.231,0.111,1.446,0.084,0.069,19.2
"3908","M5","M","ND",2008-06-23,8.7,8.7,0.8,3.7,15.6,1.765,0.056,2.5,23,217,1.692,0.027,1.193,0.024,0.016,7
"3909","T5b","T","WE",2008-06-23,8.2,8.8,1.7,6.4,20.4,1.69,0.058,5,24,287,NA,NA,NA,NA,NA,NA
"3910","T6a","T","GM",2008-06-23,8,10.9,1.3,4.8,26.4,2.726,0.198,2.9,20,227,NA,NA,NA,NA,NA,NA
"3911","T7a","T","KH",2008-06-23,8,9.2,2.1,7,5.4,4.609,0.334,NA,21,353,4.594,0.193,1.355,0.305,0.296,22.3
"3912","T11a","T","MR",2008-06-23,7.2,12,0.2,2.7,5.2,2.843,0.046,NA,22,129,2.825,0.012,2.299,0.034,0.023,1.7
"3913","T7b","T","KH",2008-06-24,8.1,8.2,2.4,7.3,9.6,4.798,0.46,5.9,23,587,4.485,0.093,3.958,0.385,0.306,21.7
"3914","M14","M","ND",2008-06-24,7,11.6,2,5.2,22.6,1.822,0.114,NA,23,155,1.608,0,1.253,0.062,0.042,45.5
"3915","M7","M","ND",2008-06-24,8.3,11.8,1.5,4.6,20,1.85,0.077,2.9,23,236,NA,NA,NA,NA,NA,NA
"3916","T10b","T","NG",2008-06-25,7.9,9.2,2.2,6.1,8.4,1.696,0.124,2.9,22,113,1.361,0.032,1.179,0.018,0.015,45.4
"3917","M12","M","ND",2008-06-25,7.9,11.5,2.2,6.4,21.2,2.356,0.169,4.3,24,320,NA,NA,NA,NA,NA,NA
"3918","M1","M","ND",2008-06-25,6.7,10.7,0.8,3.8,0.2,2.411,0.01,NA,13,168,2.385,0.035,2.34,0.003,0,1.6
"3919","M2","M","ND",2008-06-25,7.4,9.8,1.4,4.6,6,2.026,0.051,NA,17,172,1.83,0.152,1.419,0.009,0,3.6
"3920","T8b","T","HO",2008-06-25,7.8,11,0.4,3.4,15.2,1.724,0.067,2.1,22,152,NA,NA,NA,NA,NA,NA
"3921","T10a","T","NG",2008-06-25,7.9,8.5,1.9,5.4,4.8,1.628,0.112,2.8,22,105,NA,NA,NA,NA,NA,NA
"3922","M9","M","ND",2008-06-26,8.4,12.3,2.4,6.4,6.8,NA,NA,NA,27,229,NA,NA,NA,NA,NA,34.1
"3923","T11b","T","MR",2008-06-26,7.8,8,0.9,3.1,24,2.693,0.06,1.9,24,151,NA,NA,NA,NA,NA,NA
"3924","M8","M","ND",2008-06-26,8.5,9.2,2.2,5.2,8.8,2.053,0.118,NA,25,165,2.019,0.421,1.587,0.046,0.01,39.4
"3925","M13","M","ND",2008-06-26,7.4,9.2,1.4,5.9,4.4,2.077,0.127,3.7,23,271,NA,NA,NA,NA,NA,NA
"3926","T9b","T","HG",2008-06-26,6.7,10,0.3,4,15.2,1.485,0.033,1.8,21,111,NA,NA,NA,NA,NA,NA
"3927","T5a","T","WE",2008-06-26,7.6,9.7,2.4,6.4,8.2,1.423,0.046,NA,27,268,1.155,0.044,1.093,0.01,0.003,21.8
"3928","M10","M","ND",2008-06-27,8.1,10.9,2.7,7.4,10.6,2.716,0.166,NA,25,335,2.539,0.03,1.52,0.102,0.082,73.4
"3929","M11","M","ND",2008-06-27,8.1,11.3,2.6,7.4,10.4,NA,NA,NA,24,322,NA,NA,NA,NA,NA,NA
"3930","T1","T","BB",2008-06-30,8.5,9.3,0.6,4.8,5.2,2.097,0.025,3.4,21,163,2.04,0.031,1.764,0.007,0.003,2.9
"3931","M14","M","ND",2008-07-01,6.9,11.5,1.9,4.9,27.8,2.628,0.152,NA,22,200,2.498,0.096,1.559,0.083,0.066,35.8
"3932","T2","T","NS",2008-07-01,7.3,8.8,0.8,4.6,10.6,2.513,0.142,2.9,26,198,2.237,0.032,1.905,0.083,0.051,9.4
"3933","T4","T","BS",2008-07-01,7.9,10.4,1.2,5.9,31.2,2.083,0.163,4,26,190,NA,NA,NA,NA,NA,NA
"3934","M5","M","ND",2008-07-01,8.5,8.3,0.9,4.6,28.4,1.836,0.08,2.9,23,197,1.651,0.033,1.407,0.032,0.021,14
"3935","M1","M","ND",2008-07-01,6.8,10.4,0.9,3.2,0.4,1.603,0.038,NA,14,168,1.456,0.081,1.34,0.005,0,2.4
"3936","M2","M","ND",2008-07-01,7,8.9,0.9,4.6,2.4,2.183,0.038,NA,21,178,2.089,0.212,1.771,0.029,0.027,3.7
"3937","T5b","T","WE",2008-07-01,8.3,8,1.2,6.9,38.8,2.568,0.074,4.8,23,242,NA,NA,NA,NA,NA,NA
"3938","T6a","T","GM",2008-07-01,7.8,11,1.3,5.5,32,3.021,0.239,3.3,26,200,NA,NA,NA,NA,NA,NA
"3939","T7a","T","KH",2008-07-01,7.8,9.3,1.3,7.2,8,4.307,0.325,NA,24,293,4.285,0.14,3.172,0.315,0.307,29.1
"3940","T7b","T","KH",2008-07-02,7.9,7.9,1.9,6.7,9.6,4.657,0.389,5.5,23,436,4.373,0.09,3.569,0.327,0.271,24.9
"3941","T3b","T","YG",2008-07-02,7.9,8.9,0.9,2.4,3.4,1.368,0,NA,22,179,1.205,0,0.757,0,0,1.9
"3942","M7","M","ND",2008-07-02,8,11,1,4.6,17.6,2.007,0.095,3,23,212,NA,NA,NA,NA,NA,NA
"3943","T3a","T","YG",2008-07-02,7.5,8.5,0.8,2,3.6,1.224,0,NA,24,194,1.214,0,0.729,0,0,2.3
"3944","T10b","T","NG",2008-07-03,7.5,8,1.9,7.5,28.8,1.899,0.156,3.7,22,95,1.674,0.095,1.294,0.067,0.047,10.7
"3945","M9","M","ND",2008-07-03,8.1,8.9,1.7,6.2,11.8,NA,NA,NA,25,211,NA,NA,NA,NA,NA,26.9
"3946","M12","M","ND",2008-07-03,7.7,10.6,1.3,5.6,22,2.471,0.173,3.7,24,266,NA,NA,NA,NA,NA,NA
"3947","M8","M","ND",2008-07-03,7.7,7.9,1,4.2,9.6,2.135,0.118,NA,24,148,1.919,0.067,1.548,0.081,0.07,21.6
"3948","T8b","T","HO",2008-07-03,7.8,11.2,2.6,3.9,16.4,1.866,0.106,2.5,25,146,NA,NA,NA,NA,NA,NA
"3949","T10a","T","NG",2008-07-03,7.7,8,2.2,5.9,18.4,1.971,0.137,3.1,21,98,NA,NA,NA,NA,NA,NA
"3950","M10","M","ND",2008-07-04,7.4,7.5,2.2,7,17.4,3.146,0.158,NA,25,287,2.831,0.339,2.109,0.144,0.128,42.2
"3951","T11b","T","MR",2008-07-04,7.6,7.7,0.6,4.2,13.2,2.856,0.079,2.7,24,117,NA,NA,NA,NA,NA,NA
"3952","M13","M","ND",2008-07-04,7.3,8.5,2,3.9,9.2,2.398,0.141,3.9,25,243,NA,NA,NA,NA,NA,NA
"3953","T9b","T","HG",2008-07-04,6.9,8.5,0.8,3.7,11.6,1.438,0.053,2.3,26,112,NA,NA,NA,NA,NA,NA
"3954","M11","M","ND",2008-07-04,7.5,7.8,2.2,6,17.4,NA,NA,NA,25,257,NA,NA,NA,NA,NA,NA
"3955","M1","M","ND",2008-07-07,7.1,9.9,1.1,4.4,0.2,2.124,0.038,NA,16,172,1.733,0.263,1.287,0.03,0.022,1.7
"3956","M2","M","ND",2008-07-07,7.4,8.2,1.2,4.8,2.2,2.352,0.065,NA,25,179,2.103,0.368,1.406,0.056,0.052,2.4
"3957","M3","M","ND",2008-07-07,7.8,8.2,1.3,3.8,11.2,2.303,0.038,NA,29,190,2.245,0.201,2.034,0.036,0.029,3.3
"3958","M14","M","ND",2008-07-08,8.6,10.2,2.8,6.7,26,2.135,0.152,NA,30,229,1.88,0.001,1.172,0.061,0.039,73.6
"3959","T1","T","BB",2008-07-08,8.2,7.6,0.5,3.7,4.6,1.363,0.013,3.2,25,179,1.281,0.061,0.99,0.006,0.003,2.2
"3960","T5a","T","WE",2008-07-08,8.3,9.2,1.8,5.4,5,1.468,0.037,NA,34,243,1.255,0.17,1.083,0.033,0.027,21.7
"3961","T2","T","NS",2008-07-09,7.9,9.7,0.4,1.9,1.4,2.332,0.068,1.6,32,254,2.278,0.053,1.975,0.059,0.037,4.2
"3962","T4","T","BS",2008-07-09,9.4,8.3,1.6,4,7.2,1.53,0.234,3.2,33,295,1.424,0.058,1.018,0.203,0.168,19.2
"3963","M5","M","ND",2008-07-09,8.2,7.5,1.1,3.1,8,1.474,0.044,2.4,30,215,1.354,0.043,1.173,0.014,0.008,16.2
"3964","T5b","T","WE",2008-07-09,8.2,7.2,2.6,5.8,13.4,1.651,0.081,4.2,31,263,1.309,0.197,0.82,0.019,0.005,23.6
"3965","T6a","T","GM",2008-07-09,9.2,7.3,0.6,3.5,5.4,3.035,0.17,2.8,33,310,NA,NA,NA,NA,NA,NA
"3966","T7a","T","KH",2008-07-09,8.7,14.7,6.4,10.2,6,4.351,0.29,NA,32,393,4.185,0.177,3.173,0.275,0.234,95.2
"3967","T9a","T","HG",2008-07-09,7.6,9.6,1.6,2.8,8,1.941,0.038,NA,29,138,1.686,0.015,1.518,0.013,0.011,2.2
"3968","T7b","T","KH",2008-07-10,8.8,8.9,2.7,8.3,13.6,4.217,0.428,6.5,31,712,3.949,0.202,2.731,0.322,0.263,85.1
"3969","M9","M","ND",2008-07-10,8.9,11.3,2.1,5.8,3.2,1.623,0.037,NA,33,231,1.544,0.016,1.365,0.008,0,18
"3970","M8","M","ND",2008-07-10,8.6,11.1,2.4,6.2,4,1.437,0.053,NA,32,176,1.288,0.028,1.046,0.03,0.009,54.9
"3971","M7","M","ND",2008-07-10,8.9,8.1,1.9,4.4,12,1.722,0.067,3,30,267,1.518,0.125,1.019,0.017,0.003,40.6
"3972","M10","M","ND",2008-07-11,8.7,8.6,2.5,7.8,12.8,2.518,0.138,NA,31,348,2.44,0.325,1.822,0.093,0.084,50.9
"3973","T10b","T","NG",2008-07-11,8.4,7.8,3.3,7.1,35,1.388,0.145,3.3,29,113,0.886,0.042,0.694,0.016,0.008,48.5
"3974","M12","M","ND",2008-07-11,7.5,8.6,2.1,5.5,13.2,2.282,0.164,3.9,31,368,2.148,0.087,1.548,0.119,0.096,27.4
"3975","T8b","T","HO",2008-07-11,8.9,7.8,1.1,3.8,5.2,0.986,0.065,2.6,31,198,0.864,0.054,0.703,0.043,0.035,11
"3976","T10a","T","NG",2008-07-11,8.3,8.8,2.5,6,21,1.423,0.095,3.1,28,106,NA,NA,NA,NA,NA,NA
"3977","M11","M","ND",2008-07-11,8.5,7.6,2.3,7.6,12.8,3.388,0.145,NA,30,342,2.834,0.519,1.952,0.135,0.114,38
"3978","T11b","T","MR",2008-07-14,9.3,12.1,6.8,7.1,10.4,2.575,0.127,4.8,31,171,1.88,0.035,1.642,0.017,0.002,71.2
"3979","M13","M","ND",2008-07-14,7.5,7.6,1.2,4.7,13.6,2.12,0.171,3.7,30,327,1.941,0.11,1.55,0.124,0.089,15
"3980","T9b","T","HG",2008-07-14,7.3,8.9,0.6,2.2,4.8,1.566,0.026,1.7,31,124,1.535,0.05,1.376,0.019,0.012,2.2
"3981","T7a","T","KH",2008-07-14,7.6,7.5,3.1,8.4,1.6,4.113,0.419,NA,29,392,3.976,0.202,2.969,0.364,0.363,42.1
"3982","M14","M","ND",2008-07-15,8.3,7.9,2.2,5.8,21,1.965,0.173,2.4,31,297,1.82,0.018,1.153,0.102,0.08,53
"3983","T6b","T","GM",2008-07-16,8.2,7.3,0.8,5.4,14,2.377,0.216,NA,32,179,2.259,0.045,2.061,0.214,0.21,26.8
"3984","T1","T","BB",2008-07-16,8,6.6,1,3.2,3.4,1.264,0.021,2.6,28,197,1.053,0.061,0.983,0.007,0.006,5.6
"3985","M6","M","ND",2008-07-16,8.1,7.7,1.4,5,12.4,1.279,0.043,NA,30,139,1.245,0.013,1.194,0.016,0.013,43.5
"3986","M4","M","ND",2008-07-16,7.9,7.1,1.2,4.4,12.4,1.289,0.038,NA,30,132,1.2,0.019,1.139,0.032,0.029,28.6
"3987","M1","M","ND",2008-07-16,7.1,9.4,1,4.2,0.6,1.589,0.006,NA,18,173,1.52,0.112,1.254,0.004,0,2.1
"3988","M2","M","ND",2008-07-16,7.3,8.2,1.2,4.6,0.2,2.029,0.018,NA,21,184,1.816,0.217,1.467,0.016,0.014,3.5
"3989","T2","T","NS",2008-07-17,7.7,8.2,0.8,4.5,41.2,1.932,0.135,2.5,30,221,1.76,0.041,1.356,0.086,0.061,17.8
"3990","M9","M","ND",2008-07-17,8.2,8.3,2.5,6.8,0.2,NA,NA,NA,29,268,NA,NA,NA,NA,NA,35.3
"3991","T4","T","BS",2008-07-17,7.9,7.4,1.1,5,10,1.32,0.249,3.9,30,262,NA,NA,NA,NA,NA,NA
"3992","M5","M","ND",2008-07-17,8,7.2,0.8,3,9.2,1.21,0.061,2.5,28,216,1.029,0.063,0.944,0.035,0.019,12.2
"3993","M8","M","ND",2008-07-17,8.4,7.6,2.7,6.6,0.4,1.409,0.066,NA,29,172,1.204,0.03,1.094,0.037,0.03,85.8
"3994","T5b","T","WE",2008-07-17,7.6,8.5,1.7,5.2,15.2,1.032,0.087,4.1,29,231,NA,NA,NA,NA,NA,NA
"3995","T6a","T","GM",2008-07-17,8,7.5,0.6,3.7,13.6,2.533,0.328,2.9,32,314,NA,NA,NA,NA,NA,NA
"3996","M10","M","ND",2008-07-18,8,6.8,2.9,9.4,3.6,2.439,0.172,NA,30,367,2.202,0.113,1.713,0.14,0.132,61.2
"3997","T7b","T","KH",2008-07-18,7.8,7.5,2.1,9,6,3.509,0.569,6.2,29,595,3.144,0.093,2.387,0.448,0.394,59.6
"3998","M7","M","ND",2008-07-18,7.6,8.6,2.1,4,8.8,1.333,0.079,2.6,29,266,NA,NA,NA,NA,NA,NA
"3999","M11","M","ND",2008-07-18,8.2,6.9,2.8,7.4,2,NA,NA,NA,31,364,NA,NA,NA,NA,NA,NA
"4000","T8a","T","HO",2008-07-18,8.6,7.1,1.6,6.6,8.2,1.506,0.058,NA,32,166,1.25,0.16,0.901,0.053,0.051,19.1
"4001","T10b","T","NG",2008-07-21,7.6,8,1.9,5,4.2,0.948,0.086,3.1,29,107,0.572,0.055,0.485,0.024,0.014,34.5
"4002","M12","M","ND",2008-07-21,8.1,7.4,2.3,6.5,11.8,1.667,0.213,3.7,29,304,NA,NA,NA,NA,NA,NA
"4003","M1","M","ND",2008-07-21,7,11.6,0.7,3.6,1.8,1.651,0.02,NA,17,181,1.57,0.217,1.283,0.015,0.012,1.8
"4004","M2","M","ND",2008-07-21,7.3,9,1,5.4,0.6,2.224,0.029,NA,22,198,2.176,0.075,1.582,0.016,0.012,6.4
"4005","T8b","T","HO",2008-07-21,7.9,8.3,0.8,3.9,7,1.078,0.093,2.5,28,170,NA,NA,NA,NA,NA,NA
"4006","T10a","T","NG",2008-07-21,7.2,7.7,1.7,4.9,7,0.98,0.071,3,29,102,NA,NA,NA,NA,NA,NA
"4007","M14","M","ND",2008-07-22,7.3,8,2.1,4.9,17.8,1.546,0.153,NA,29,223,1.22,0,0.833,0.101,0.077,30.8
"4008","T11b","T","MR",2008-07-22,7.5,7.7,1.7,3.7,12.8,1.81,0.094,2.7,30,149,NA,NA,NA,NA,NA,NA
"4009","M13","M","ND",2008-07-22,7.4,7.5,1.8,5,2.8,1.714,0.146,3,29,238,NA,NA,NA,NA,NA,NA
"4010","T9b","T","HG",2008-07-22,7.3,8.6,0.7,2.7,7,1.308,0.037,1.7,28,117,NA,NA,NA,NA,NA,NA
"4011","T7a","T","KH",2008-07-22,7.9,7.2,2.2,7.4,3.2,3.774,0.428,NA,29,391,3.499,0.143,3.191,0.404,0.397,38.1
"4012","T7b","T","KH",2008-07-23,9,10.1,4.6,10.2,14.4,4.197,0.502,7.2,31,653,3.289,0.053,2.815,0.396,0.321,92.7
"4013","T2","T","NS",2008-07-23,8.3,7.5,0.4,2.9,21.6,2.591,0.138,1.8,27,188,2.577,0.057,2.247,0.093,0.071,2.2
"4014","T1","T","BB",2008-07-23,7.8,7.5,0.7,4.6,4.8,1.643,0.026,3.4,27,184,1.595,0.05,1.351,0.011,0.004,3.8
"4015","M5","M","ND",2008-07-23,8,8,0.7,3.6,18.8,2.018,0.082,2.1,27,190,1.953,0.044,1.629,0.046,0.035,7.9
"4016","M9","M","ND",2008-07-24,7.7,7.2,1.8,4.8,6.4,NA,NA,NA,28,177,NA,NA,NA,NA,NA,35.8
"4017","M8","M","ND",2008-07-24,7.6,7.4,1,3.8,13,2.267,0.073,NA,28,132,2.255,0.07,2.174,0.065,0.062,30.2
"4018","M10","M","ND",2008-07-25,7.5,7.2,2.3,6.2,6.2,2.527,0.222,NA,28,245,2.515,0.187,2.171,0.126,0.122,56.2
"4019","M11","M","ND",2008-07-25,8.1,7.1,2.4,6.4,18.6,NA,NA,NA,28,245,NA,NA,NA,NA,NA,NA
"4020","M15","M","ND",2008-07-28,7,12.3,1.7,7.4,125.7,2.876,0.219,3.2,26,156,2.286,0.052,1.687,0.111,0.088,13.3
"4021","T7a","T","KH",2008-07-28,7.5,6.6,2.1,7.4,3.2,3.949,0.325,NA,29,277,3.872,0.178,3.69,0.322,0.303,25.2
"4022","T11a","T","MR",2008-07-28,6.6,7.7,1.1,3.3,6.8,2.818,0.085,NA,28,124,2.639,0,2.185,0.069,0.049,3.2
"4023","M14","M","ND",2008-07-29,6.8,7.5,1.7,6.4,31.6,4.453,0.162,NA,28,170,4.284,0.018,1.798,0.122,0.1,14.8
"4024","T10b","T","NG",2008-07-30,8.5,8.2,4.6,7.5,21.6,1.103,0.138,4.4,31,143,0.37,0.056,0.28,0.021,0.006,94.6
"4025","T1","T","BB",2008-07-30,8,9.1,0.3,3.9,6.4,2.956,0.032,2.9,29,186,2.834,0.055,2.303,0.016,0.008,7.4
"4026","M8","M","ND",2008-07-30,7.5,7.1,1,4.8,12.4,2.763,0.072,NA,29,125,2.751,0.115,2.627,0.06,0.057,15.2
"4027","M1","M","ND",2008-08-04,7.3,9.9,0.9,7.4,31.2,2.119,0.166,NA,20,133,2.079,0.085,1.642,0.099,0.032,2.9
"4028","M2","M","ND",2008-08-04,7.2,8.9,1,5.4,24.4,2.194,0.152,NA,23,143,2.105,0.118,1.825,0.034,0.013,4.6
"4029","T7b","T","KH",2008-08-05,9,6,3.7,8.3,16.4,4.646,0.66,5.8,28,196,4.101,0.044,3.354,0.556,0.426,88.4
"4030","M14","M","ND",2008-08-05,8.2,8.5,2.8,5.2,12.8,2.44,0.178,NA,31,269,2.086,0,1.552,0.121,0.101,39.5
"4031","T2","T","NS",2008-08-05,9,6,0.6,2.4,9.2,3.055,0.096,1.6,28,196,3.037,0.03,2.7,0.088,0.068,7.4
"4032","T1","T","BB",2008-08-05,7.7,7.5,0.9,2.9,4.8,2.629,0.031,2.3,29,211,2.506,0.016,2.192,0.015,0.002,5.3
"4033","M5","M","ND",2008-08-05,7.9,7.8,0.9,3.5,15.2,2.163,0.084,1.9,29,200,2.074,0.014,1.854,0.044,0.032,13.2
"4034","T3b","T","YG",2008-08-05,8.2,10,1.3,1.9,4.9,2.582,0.083,NA,31,245,2.424,0,1.992,0.063,0.018,10.8
"4035","T7a","T","KH",2008-08-05,8.6,7.4,2.6,7.6,6.2,4.128,0.537,NA,30,392,4.104,0.055,3.819,0.513,0.505,55.7
"4036","T3a","T","YG",2008-08-05,8,9.1,0.5,1.2,0.8,2.736,0.06,NA,30,235,2.486,0,2.431,0.05,0,1.8
"4037","T6b","T","GM",2008-08-06,8.4,7.5,0.6,3,4,2.267,0.108,NA,31,190,2.03,0.264,0.379,0.104,0.099,9.2
"4038","T10b","T","NG",2008-08-06,9,8.7,6.5,10.5,73.2,1.321,0.227,4.4,31,178,0.247,0.012,0.182,0.06,0.034,112.8
"4039","M6","M","ND",2008-08-06,8.5,7.2,0.7,3.2,5.6,2.417,0.038,NA,29,119,2.157,0.222,1.766,0.021,0.008,18.9
"4040","M4","M","ND",2008-08-06,8.5,7.3,0.8,3.6,4.4,2.469,0.038,NA,29,114,2.383,0.284,2.093,0.011,0.005,17.1
"4041","M9","M","ND",2008-08-07,9.1,7.5,1.7,5.4,3,NA,NA,NA,30,214,NA,NA,NA,NA,NA,38
"4042","M8","M","ND",2008-08-07,9.4,7.9,1.4,5,5,2.303,0.053,NA,29,165,2.173,0.239,1.505,0.026,0.009,56.9
"4043","T9a","T","HG",2008-08-07,7.8,8.6,1.4,2.4,4,1.991,0.125,NA,28,108,1.929,0.015,1.282,0.054,0.018,1.7
"4044","M10","M","ND",2008-08-08,8.8,7.3,2.4,6,15.4,2.762,0.191,NA,29,308,2.667,0.088,2.352,0.158,0.151,56.5
"4045","M11","M","ND",2008-08-08,8.7,7.1,2.4,5.6,10.6,NA,NA,NA,30,295,NA,NA,NA,NA,NA,NA
"4046","T7b","T","KH",2008-08-11,9.1,9.7,8.4,12.9,28.4,5.191,0.901,6.9,30,639,4.189,0.075,3.424,0.67,0.512,258.3
"4047","T2","T","NS",2008-08-11,8.1,10.1,1.2,2,2.2,2.144,0.073,1.8,30,212,2.121,0.018,1.841,0.057,0.043,18.4
"4048","T1","T","BB",2008-08-11,7.8,7.6,1.4,2.8,1.8,2.341,0.025,2.5,31,221,2.187,0.018,2.097,0.012,0.003,3
"4049","M5","M","ND",2008-08-11,7.6,8,1.1,2.7,13.6,1.572,0.065,2.5,28,188,1.482,0.018,1.318,0.037,0.027,9.6
"4050","T10b","T","NG",2008-08-12,8.4,9,4.9,8.2,14,1.042,0.177,4.9,30,221,0.491,0.022,0.201,0.079,0.054,72.9
"4051","M14","M","ND",2008-08-12,8,8.3,2.9,6.1,16.2,2.503,0.244,NA,30,331,2.169,0.022,1.425,0.172,0.1,57.4
"4052","M1","M","ND",2008-08-12,7.2,9.6,0.6,5,22,1.708,0.115,NA,19,127,1.684,0.077,1.452,0.024,0.014,1.4
"4053","M2","M","ND",2008-08-12,7.2,9.1,0.9,4.2,20.6,2.028,0.112,NA,22,141,2.015,0.169,1.654,0.029,0.021,2.5
"4054","M3","M","ND",2008-08-12,8.2,7.6,0.9,3.6,4.8,2.024,0.049,NA,28,159,1.918,0.045,1.865,0.042,0.032,13.2
"4055","T7a","T","KH",2008-08-13,9.2,7.5,5,13,20,3.958,0.673,NA,30,388,3.671,0.035,3.003,0.514,0.453,87.3
"4056","M10","M","ND",2008-08-14,8.3,7.4,2.7,6.6,2.8,2.793,0.257,NA,30,269,2.471,0.41,1.98,0.181,0.163,104.2
"4057","M9","M","ND",2008-08-14,8.2,7.3,1.5,4.8,2,1.957,0.051,NA,31,218,1.904,0.309,1.582,0.038,0.035,31.5
"4058","M8","M","ND",2008-08-14,7.8,6.9,1.3,4.6,1,1.842,0.049,NA,29,135,1.806,0.382,1.413,0.018,0.016,9.6
"4059","M11","M","ND",2008-08-14,8.4,7.4,2.9,7.2,3,2.884,0.225,NA,30,295,2.802,0.63,2.158,0.197,0.186,91.2
"4060","T1","T","BB",2008-08-18,8.1,9.2,1,6.4,18,3.937,0.1,4.8,22,1040,3.786,0.035,3.107,0.085,0.058,2.5
"4061","T7a","T","KH",2008-08-18,7.3,8.6,1.9,6.8,5.6,5.097,0.324,NA,25,257,4.926,0.323,4.209,0.284,0.274,11
"4062","M14","M","ND",2008-08-19,6.9,6.7,1.4,7,41.8,2.434,0.273,3.2,24,147,2.134,0.057,1.497,0.218,0.077,12.8
"4063","T2","T","NS",2008-08-19,7.2,9.1,0.8,4.5,49.2,2.625,0.141,2.7,24,128,2.583,0.016,2.11,0.09,0.073,3
"4064","T4","T","BS",2008-08-19,7.5,8,0.9,6.1,12.4,2.256,0.171,4.5,24,142,2.194,0.044,1.672,0.137,0.11,2.2
"4065","M5","M","ND",2008-08-19,8,8.3,0.8,4.9,37.6,2.232,0.104,3.2,22,124,2.192,0.014,1.887,0.059,0.049,2.9
"4066","T5b","T","WE",2008-08-19,8.2,7.9,0.9,6.9,45.2,3.013,0.112,5.3,28,185,2.957,0.029,2.261,0.068,0.056,4.1
"4067","T6a","T","GM",2008-08-19,7.5,7.9,0.7,5.6,13.6,1.924,0.128,4.1,27,167,NA,NA,NA,NA,NA,NA
"4068","T7b","T","KH",2008-08-20,7.3,7.9,1,6,4,5.158,0.391,5.1,26,420,5.003,0.053,4.338,0.347,0.271,16.7
"4069","M1","M","ND",2008-08-20,7,10.2,0.8,4.4,13.8,2.001,0.061,NA,19,125,1.906,0.044,1.527,0.027,0.007,1.7
"4070","M2","M","ND",2008-08-20,7.1,9.4,0.8,5,5.4,3.224,0.053,NA,22,149,3.165,0.085,2.741,0.028,0.023,2.3
"4071","M7","M","ND",2008-08-20,8.1,7.9,0.5,4.6,32.4,2.463,0.115,3.3,25,163,2.385,0.088,1.906,0.077,0.058,3.7
"4072","T10b","T","NG",2008-08-21,9.5,10.4,7.2,13.6,27,1.817,0.21,6.8,30,214,0.359,0.009,0.163,0.02,0.002,144.8
"4073","M9","M","ND",2008-08-21,7.2,8.5,1.1,4.6,9.6,NA,NA,NA,25,141,NA,NA,NA,NA,NA,5.5
"4074","M12","M","ND",2008-08-21,7.5,7.5,1,5.4,42,2.63,0.162,3.4,24,178,2.55,0.044,2.278,0.103,0.084,7.3
"4075","M8","M","ND",2008-08-21,7.9,6.9,0.8,4.6,1.8,2.876,0.113,NA,26,104,2.689,0.063,2.587,0.069,0.059,5.2
"4076","T8b","T","HO",2008-08-21,7.7,7.3,5.1,9.2,33,3.161,0.385,5.3,24,191,NA,NA,NA,NA,NA,NA
"4077","T10a","T","NG",2008-08-21,8.6,8.4,4.4,8.6,24,1.703,0.191,4.8,20,212,NA,NA,NA,NA,NA,NA
"4078","M10","M","ND",2008-08-22,7.2,8.9,1.3,5.6,8.8,3.227,0.175,NA,24,193,3.175,0.151,2.786,0.095,0.088,9.3
"4079","T11b","T","MR",2008-08-22,7.5,8,1,3.4,4.4,2.187,0.072,2.1,25,149,2.131,0.03,1.887,0.049,0.039,13.3
"4080","M13","M","ND",2008-08-22,7.1,8.1,1,5.2,32,2.603,0.145,3.2,23,180,2.518,0.021,2.125,0.096,0.077,13.6
"4081","T9b","T","HG",2008-08-22,7.1,8.6,0.7,2.5,8,1.444,0.031,1.7,21,126,1.355,0.014,1.22,0.011,0.008,4.3
"4082","M11","M","ND",2008-08-22,7.3,8.9,1,4.8,7,NA,NA,NA,24,196,NA,NA,NA,NA,NA,NA
"4083","T8a","T","HO",2008-08-22,7.2,8.8,0.9,4.6,1.8,1.563,0.047,NA,24,154,1.514,0.154,1.272,0.039,0.037,5.6
"4084","M1","M","ND",2008-08-25,6.7,10.4,0.8,4,13.6,1.844,0.058,NA,19,132,1.774,0.106,1.644,0.025,0.016,1.6
"4085","M2","M","ND",2008-08-25,7.1,9.5,0.9,4.8,11.4,2.7,0.069,NA,22,158,2.668,0.182,2.303,0.054,0.047,2.8
"4086","M14","M","ND",2008-08-26,7.5,7.8,1.1,4.6,7.4,2.652,0.272,NA,24,192,2.475,0.033,1.776,0.267,0.073,26.5
"4087","T1","T","BB",2008-08-26,8.5,9.1,0.4,3.5,4.4,2.892,0.025,2.7,25,163,2.851,0.037,2.159,0.018,0.012,1.4
"4088","T7a","T","KH",2008-08-26,8.1,8.6,1.2,6.2,5,5.592,0.337,NA,24,371,5.561,0.363,5.183,0.33,0.328,19.4
"4089","T2","T","NS",2008-08-27,7.1,8.3,0.4,2.1,14.8,3.015,0.103,1.7,26,158,2.984,0.033,2.945,0.101,0.085,0.7
"4090","T4","T","BS",2008-08-27,8.1,8.8,1.7,2.7,3.4,2.203,0.115,2.4,25,212,NA,NA,NA,NA,NA,NA
